Species;Gender;TrainingStatus;VO2max;Tissue;FiberType;ExType;ExDuration(sec);ExDuration(min);ExIntencity(%VO2max);CoFactor;Target;TargetOriginal;ImpactType; FoldChange ;FoldChange; ActivationTime(min)  ;" TimePoint (hours)  ";[Target0];[Target1];[Target0txt];[Target1txt];MeasureUnit;MethodOfMeasurement;Commentary;Ref;PMID;Reference
Homo sapiens;1;sedentary;47;vastus lateralis;;Endurance;3600;60;74;;HDAC5assMEF-2;HDAC5 association with MEF-2;0;0,74;0.74;;0;;;;;;;cycling for 60 min at 74% of VO2peak;McGee 2004;15111488;Sean L. McGee and Mark Hargreaves. Exercise and Myocyte Enhancer Factor 2 Regulation in Human Skeletal Muscle. Diabetes 53:1208-1214, 2004.
Homo sapiens;1;sedentary;47;vastus lateralis;;Endurance;3600;60;74;;NFATc nuclear;Nuclear NFAT;1;1;1;;0;;;;;;;cycling for 60 min at 74% of VO2peak;McGee 2004;15111488;Sean L. McGee and Mark Hargreaves. Exercise and Myocyte Enhancer Factor 2 Regulation in Human Skeletal Muscle. Diabetes 53:1208-1214, 2004.
Homo sapiens;1;sedentary;47;vastus lateralis;;Endurance;3600;60;74;;PGC-1aassMEF-2;PGC-1 association with MEF-2;1;3,7;3.7;;0;;;;;;;cycling for 60 min at 74% of VO2peak;McGee 2004;15111488;Sean L. McGee and Mark Hargreaves. Exercise and Myocyte Enhancer Factor 2 Regulation in Human Skeletal Muscle. Diabetes 53:1208-1214, 2004.
Homo sapiens;1;sedentary;47;vastus lateralis;;Endurance;3600;60;74;;PGC-1a nuclear;;1;1;1;;0;;;;;;;cycling for 60 min at 74% of VO2peak;McGee 2004;15111488;Sean L. McGee and Mark Hargreaves. Exercise and Myocyte Enhancer Factor 2 Regulation in Human Skeletal Muscle. Diabetes 53:1208-1214, 2004.
Homo sapiens;1;sedentary;47;vastus lateralis;;Endurance;3600;60;74;;p38 MAPKp-;;1;4,8;4.8;;0;;;;;;;cycling for 60 min at 74% of VO2peak;McGee 2004;15111488;Sean L. McGee and Mark Hargreaves. Exercise and Myocyte Enhancer Factor 2 Regulation in Human Skeletal Muscle. Diabetes 53:1208-1214, 2004.
Homo sapiens;1;sedentary;47;vastus lateralis;;Endurance;3600;60;74;;p38 MAPKp- nuclear;;1;1,8;1.8;;0;;;;;;;cycling for 60 min at 74% of VO2peak;McGee 2004;15111488;Sean L. McGee and Mark Hargreaves. Exercise and Myocyte Enhancer Factor 2 Regulation in Human Skeletal Muscle. Diabetes 53:1208-1214, 2004.
Homo sapiens;1;sedentary;47;vastus lateralis;;Endurance;3600;60;74;;p38 MAPKassMEF-2;Association of p38 protein with MEF-2;1;2,7;2.7;;0;;;;;;;cycling for 60 min at 74% of VO2peak;McGee 2004;15111488;Sean L. McGee and Mark Hargreaves. Exercise and Myocyte Enhancer Factor 2 Regulation in Human Skeletal Muscle. Diabetes 53:1208-1214, 2004.
Homo sapiens;1;sedentary;47;vastus lateralis;;Endurance;3600;60;74;;p38 MAPKp-assMEF-2;association of phosphorylated p38 with MEF-2;1;1,8;1.8;;0;;;;;;;cycling for 60 min at 74% of VO2peak;McGee 2004;15111488;Sean L. McGee and Mark Hargreaves. Exercise and Myocyte Enhancer Factor 2 Regulation in Human Skeletal Muscle. Diabetes 53:1208-1214, 2004.
Homo sapiens;1;sedentary;47;vastus lateralis;;Endurance;3600;60;74;;MEF-2p-;MEF-2 threonine-proline phosphorylation;1;2,7;2.7;;0;;;;;;;cycling for 60 min at 74% of VO2peak;McGee 2004;15111488;Sean L. McGee and Mark Hargreaves. Exercise and Myocyte Enhancer Factor 2 Regulation in Human Skeletal Muscle. Diabetes 53:1208-1214, 2004.
Homo sapiens;1;sedentary;47;vastus lateralis;;Endurance;3600;60;75;;GEF DNA binding;GEF DNA-binding activity;1;1,5;1.5;;0;;;;;;;cycling for 60 min at 75% of VO2peak;McGee 2005;16368714;"Sean L. McGee, David Sparling, Ann-Louise Olson, and Mark Hargreaves. Exercise increases MEF2- and GEF DNA-binding activities in human skeletal muscle. FASEB J. 2006 Feb;20(2):348-9."
Homo sapiens;1;sedentary;47;vastus lateralis;;Endurance;3600;60;75;;MEF2A nuclear;nuclear abundance of MEF2A;1;2;2;;0;;;;;;;cycling for 60 min at 75% of VO2peak;McGee 2005;16368714;"Sean L. McGee, David Sparling, Ann-Louise Olson, and Mark Hargreaves. Exercise increases MEF2- and GEF DNA-binding activities in human skeletal muscle. FASEB J. 2006 Feb;20(2):348-9."
Homo sapiens;1;sedentary;47;vastus lateralis;;Endurance;3600;60;75;;MEF2 DNA binding;MEF2 DNA-binding activity;1;1;1;;0;;;;;;;cycling for 60 min at 75% of VO2peak;McGee 2005;16368714;"Sean L. McGee, David Sparling, Ann-Louise Olson, and Mark Hargreaves. Exercise increases MEF2- and GEF DNA-binding activities in human skeletal muscle. FASEB J. 2006 Feb;20(2):348-9."
Homo sapiens;1;sedentary;47;vastus lateralis;;Endurance;3600;60;75;;GEF nuclear;nuclear abundance of GEF;1;1;1;;0;;;;;;;cycling for 60 min at 75% of VO2peak;McGee 2005;16368714;"Sean L. McGee, David Sparling, Ann-Louise Olson, and Mark Hargreaves. Exercise increases MEF2- and GEF DNA-binding activities in human skeletal muscle. FASEB J. 2006 Feb;20(2):348-9."
Homo sapiens;1;active;47;vastus lateralis;I;All-Out;10;0.17;300;;ATP;;0;1;1;;0;;;;;;;maximum power output tests 10 and 25 sec pedalling at 120 revs/min;Sargeant 2006;17242487;A.J. Sargeant, A. De Haan. Human Muscle Fatigue: The Significance Of Muscle Fibre Type Variability Studied Using A Micro-Dissection Approach. Journal Of Physiology And Pharmacology 2006, 57, Suppl 10, 5-16.
Homo sapiens;1;active;47;vastus lateralis;IIa;All-Out;10;0.17;300;;ATP;;0;0,6;0.6;;0;;;;;;;maximum power output tests 10 and 25 sec pedalling at 120 revs/min;Sargeant 2006;17242487;A.J. Sargeant, A. De Haan. Human Muscle Fatigue: The Significance Of Muscle Fibre Type Variability Studied Using A Micro-Dissection Approach. Journal Of Physiology And Pharmacology 2006, 57, Suppl 10, 5-16.
Homo sapiens;1;active;47;vastus lateralis;IIx;All-Out;10;0.17;300;;ATP;;0;0,3;0.3;;0;;;;;;;maximum power output tests 10 and 25 sec pedalling at 120 revs/min;Sargeant 2006;17242487;A.J. Sargeant, A. De Haan. Human Muscle Fatigue: The Significance Of Muscle Fibre Type Variability Studied Using A Micro-Dissection Approach. Journal Of Physiology And Pharmacology 2006, 57, Suppl 10, 5-16.
Homo sapiens;1;active;47;vastus lateralis;I;All-Out;25;0.42;300;;ATP;;0;0,8;0.8;;0;;;;;;;maximum power output tests 10 and 25 sec pedalling at 120 revs/min;Sargeant 2006;17242487;A.J. Sargeant, A. De Haan. Human Muscle Fatigue: The Significance Of Muscle Fibre Type Variability Studied Using A Micro-Dissection Approach. Journal Of Physiology And Pharmacology 2006, 57, Suppl 10, 5-16.
Homo sapiens;1;active;47;vastus lateralis;IIa;All-Out;25;0.42;300;;ATP;;0;0,4;0.4;;0;;;;;;;maximum power output tests 10 and 25 sec pedalling at 120 revs/min;Sargeant 2006;17242487;A.J. Sargeant, A. De Haan. Human Muscle Fatigue: The Significance Of Muscle Fibre Type Variability Studied Using A Micro-Dissection Approach. Journal Of Physiology And Pharmacology 2006, 57, Suppl 10, 5-16.
Homo sapiens;1;active;47;vastus lateralis;IIx;All-Out;25;0.42;300;;ATP;;0;0,25;0.25;;0;;;;;;;maximum power output tests 10 and 25 sec pedalling at 120 revs/min;Sargeant 2006;17242487;A.J. Sargeant, A. De Haan. Human Muscle Fatigue: The Significance Of Muscle Fibre Type Variability Studied Using A Micro-Dissection Approach. Journal Of Physiology And Pharmacology 2006, 57, Suppl 10, 5-16.
Homo sapiens;1;active;;vastus lateralis;;Strength;75;1.25;300;concentric;STAT3p-;STAT3 phosphorylation;1;5;5;;2;;;;;;;3 sets of 12 rep / 2 min between sets, max single-legged knee extension;Trenerry 2007;17204573;Trenerry MK, Carey KA, Ward AC, Cameron-Smith D. STAT3 signaling is activated in human skeletal muscle following acute resistance exercise. J Appl Physiol 102: 1483-1489, 2007.
Homo sapiens;1;active;;vastus lateralis;;Strength;75;1.25;300;concentric;STAT3p- nuclear;Phosphorylated STAT3 translocates to the nucleus;1;14;14;;2;;;;;;;3 sets of 12 rep / 2 min between sets, max single-legged knee extension;Trenerry 2007;17204573;Trenerry MK, Carey KA, Ward AC, Cameron-Smith D. STAT3 signaling is activated in human skeletal muscle following acute resistance exercise. J Appl Physiol 102: 1483-1489, 2007.
Homo sapiens;1;active;;vastus lateralis;;Strength;75;1.25;300;concentric;c-FOS mRNA;;1;800;800;;2;;;;;;;3 sets of 12 rep / 2 min between sets, max single-legged knee extension;Trenerry 2007;17204573;Trenerry MK, Carey KA, Ward AC, Cameron-Smith D. STAT3 signaling is activated in human skeletal muscle following acute resistance exercise. J Appl Physiol 102: 1483-1489, 2007.
Homo sapiens;1;active;;vastus lateralis;;Strength;75;1.25;300;concentric;JUNB mRNA;;1;38;38;;2;;;;;;;3 sets of 12 rep / 2 min between sets, max single-legged knee extension;Trenerry 2007;17204573;Trenerry MK, Carey KA, Ward AC, Cameron-Smith D. STAT3 signaling is activated in human skeletal muscle following acute resistance exercise. J Appl Physiol 102: 1483-1489, 2007.
Homo sapiens;1;active;;vastus lateralis;;Strength;75;1.25;300;concentric;VEGF mRNA;;1;4;4;;4;;;;;;;3 sets of 12 rep / 2 min between sets, max single-legged knee extension;Trenerry 2007;17204573;Trenerry MK, Carey KA, Ward AC, Cameron-Smith D. STAT3 signaling is activated in human skeletal muscle following acute resistance exercise. J Appl Physiol 102: 1483-1489, 2007.
Homo sapiens;1;active;;vastus lateralis;;Strength;75;1.25;300;concentric;c-MYC mRNA;;1;140;140;;2;;;;;;;3 sets of 12 rep / 2 min between sets, max single-legged knee extension;Trenerry 2007;17204573;Trenerry MK, Carey KA, Ward AC, Cameron-Smith D. STAT3 signaling is activated in human skeletal muscle following acute resistance exercise. J Appl Physiol 102: 1483-1489, 2007.
Homo sapiens;1;active;;vastus lateralis;;Strength;75;1.25;300;concentric;IL-6 mRNA;;1;85;85;;2;;;;;;;3 sets of 12 rep / 2 min between sets, max single-legged knee extension;Trenerry 2007;17204573;Trenerry MK, Carey KA, Ward AC, Cameron-Smith D. STAT3 signaling is activated in human skeletal muscle following acute resistance exercise. J Appl Physiol 102: 1483-1489, 2007.
Homo sapiens;1;active;;vastus lateralis;;Strength;75;1.25;300;concentric;IL-6R mRNA;IL-6 receptor;1;8;8;;4;;;;;;;3 sets of 12 rep / 2 min between sets, max single-legged knee extension;Trenerry 2007;17204573;Trenerry MK, Carey KA, Ward AC, Cameron-Smith D. STAT3 signaling is activated in human skeletal muscle following acute resistance exercise. J Appl Physiol 102: 1483-1489, 2007.
Homo sapiens;1;active;;vastus lateralis;;Strength;75;1.25;300;concentric;LIF;leukemia inhibitory factor;1;120;120;;2;;;;;;;3 sets of 12 rep / 2 min between sets, max single-legged knee extension;Trenerry 2007;17204573;Trenerry MK, Carey KA, Ward AC, Cameron-Smith D. STAT3 signaling is activated in human skeletal muscle following acute resistance exercise. J Appl Physiol 102: 1483-1489, 2007.
Homo sapiens;1;active;;vastus lateralis;;Strength;75;1.25;300;concentric;SOCS3;suppressor of cytokine signaling 3;1;60;60;;2;;;;;;;3 sets of 12 rep / 2 min between sets, max single-legged knee extension;Trenerry 2007;17204573;Trenerry MK, Carey KA, Ward AC, Cameron-Smith D. STAT3 signaling is activated in human skeletal muscle following acute resistance exercise. J Appl Physiol 102: 1483-1489, 2007.
Homo sapiens;1;active;55;vastus lateralis;;Endurance;5400;90;50;;AMPKa2 activity;;1;1;1;;0;;;;;;;50% VO2max for 90 min;Wojtaszewski 2000;11018120;Jurgen F. P. Wojtaszewski, Pernille Nielsen, Bo F. Hansen*, Erik A. Richter and Bente Kiens. Isoform-specific and exercise intensity-dependent activation of 5?-AMP-activated protein kinase in human skeletal muscle. Journal of Physiology (2000), 528.1, pp. 221-226.
Homo sapiens;1;active;55;vastus lateralis;;Endurance;3600;60;75;;AMPKa2 activity;;1;3,5;3.5;;0;;;;;;;75% VO2max for 60 min;Wojtaszewski 2000;11018120;Jurgen F. P. Wojtaszewski, Pernille Nielsen, Bo F. Hansen*, Erik A. Richter and Bente Kiens. Isoform-specific and exercise intensity-dependent activation of 5?-AMP-activated protein kinase in human skeletal muscle. Journal of Physiology (2000), 528.1, pp. 221-226.
Homo sapiens;1;active;55;vastus lateralis;;Endurance;5400;90;50;;AMPKa1 activity;;1;1;1;;0;;;;;;;50% VO2max for 90 min;Wojtaszewski 2000;11018120;Jurgen F. P. Wojtaszewski, Pernille Nielsen, Bo F. Hansen*, Erik A. Richter and Bente Kiens. Isoform-specific and exercise intensity-dependent activation of 5?-AMP-activated protein kinase in human skeletal muscle. Journal of Physiology (2000), 528.1, pp. 221-226.
Homo sapiens;1;active;55;vastus lateralis;;Endurance;3600;60;75;;AMPKa1 activity;;1;1;1;;0;;;;;;;75% VO2max for 60 min;Wojtaszewski 2000;11018120;Jurgen F. P. Wojtaszewski, Pernille Nielsen, Bo F. Hansen*, Erik A. Richter and Bente Kiens. Isoform-specific and exercise intensity-dependent activation of 5?-AMP-activated protein kinase in human skeletal muscle. Journal of Physiology (2000), 528.1, pp. 221-226.
Homo sapiens;1;active;55;vastus lateralis;;Endurance;5400;90;50;;muscle glycogen;;0;0,69;0.692640692640693;;0;462;320;462;320;mmol/kg dm;;50% VO2max for 90 min;Wojtaszewski 2000;11018120;Jurgen F. P. Wojtaszewski, Pernille Nielsen, Bo F. Hansen*, Erik A. Richter and Bente Kiens. Isoform-specific and exercise intensity-dependent activation of 5?-AMP-activated protein kinase in human skeletal muscle. Journal of Physiology (2000), 528.1, pp. 221-226.
Homo sapiens;1;active;55;vastus lateralis;;Endurance;3600;60;75;;muscle glycogen;;0;0,54;0.537735849056604;;0;530;285;530;285;mmol/kg dm;;75% VO2max for 60 min;Wojtaszewski 2000;11018120;Jurgen F. P. Wojtaszewski, Pernille Nielsen, Bo F. Hansen*, Erik A. Richter and Bente Kiens. Isoform-specific and exercise intensity-dependent activation of 5?-AMP-activated protein kinase in human skeletal muscle. Journal of Physiology (2000), 528.1, pp. 221-226.
Homo sapiens;1;sedentary;44;vastus lateralis;;Endurance;1200;20;80;;AMPKp-;phosphorylation of a-AMPK (Thr172);1;3,53;3.53;;0;;;;;;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;trained;66;vastus lateralis;;Endurance;1200;20;80;;AMPKp-;phosphorylation of a-AMPK (Thr172);1;1,38;1.38;;0;;;;;;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;sedentary;44;vastus lateralis;;Endurance;1200;20;80;;ACCp-;Acetyl CoA-carboxylase b-phosphorylation (Ser221);1;11;11;;0;;;;;;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;trained;66;vastus lateralis;;Endurance;1200;20;80;;ACCp-;Acetyl CoA-carboxylase b-phosphorylation (Ser221);1;4,5;4.5;;0;;;;;;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;sedentary;44;vastus lateralis;;Endurance;1200;20;80;;La blood ;;1;9,13;9.125;;0;0,8;7,3;0.8;7.3;mM;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;trained;66;vastus lateralis;;Endurance;1200;20;80;;La blood ;;1;8;8;;0;0,8;6,4;0.8;6.4;mM;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;sedentary;44;vastus lateralis;;Endurance;1200;20;80;;epinephrine;Plasma epinephrine, nM;1;9,75;9.75;;0;0,4;3,9;0.4;3.9;nM;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;trained;66;vastus lateralis;;Endurance;1200;20;80;;epinephrine;Plasma epinephrine, nM;1;7,17;7.16666666666667;;0;0,6;4,3;0.6;4.3;nM;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;sedentary;44;vastus lateralis;;Endurance;1200;20;80;;norepinephrine;Plasma norepinephrine, nM;1;9,69;9.6875;;0;1,6;15,5;1.6;15.5;nM;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;trained;66;vastus lateralis;;Endurance;1200;20;80;;norepinephrine;Plasma norepinephrine, nM;1;12,17;12.1666666666667;;0;1,8;21,9;1.8;21.9;nM;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;sedentary;44;vastus lateralis;;Endurance;1200;20;80;;La muscle;Muscle lactate, mmol/kg dry wt;1;8,22;8.21917808219178;;0;7,3;60;7.3;60;mmol/kg dm;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;trained;66;vastus lateralis;;Endurance;1200;20;80;;La muscle;Muscle lactate, mmol/kg dry wt;1;10;10;;0;4,1;41;4.1;41;mmol/kg dm;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;sedentary;44;vastus lateralis;;Endurance;1200;20;80;;Cr;Creatine, mmol/kg dry wt;1;2,44;2.44186046511628;;0;43;105;43;105;mmol/kg dm;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;trained;66;vastus lateralis;;Endurance;1200;20;80;;Cr;Creatine, mmol/kg dry wt;1;1,79;1.7906976744186;;0;43;77;43;77;mmol/kg dm;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;sedentary;44;vastus lateralis;;Endurance;1200;20;80;;PCr;PCr, mmol/kg dry wt;0;0,32;0.32183908045977;;0;87;28;87;28;mmol/kg dm;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;trained;66;vastus lateralis;;Endurance;1200;20;80;;PCr;PCr, mmol/kg dry wt;0;0,64;0.643835616438356;;0;73;47;73;47;mmol/kg dm;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;trained;66;vastus lateralis;;Endurance;1200;20;80;;PCr/(PCr + Cr);;0;0,6;0.603174603174603;;0;0,63;0,38;0.63;0.38;;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;sedentary;44;vastus lateralis;;Endurance;1200;20;80;;PCr/(PCr + Cr);;0;0,31;0.313432835820895;;0;0,67;0,21;0.67;0.21;;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;trained;66;vastus lateralis;;Endurance;1200;20;80;;ATP;ATP, mmol/kg dry wt;0;0,99;0.991869918699187;;0;24,6;24,4;24.6;24.4;mmol/kg dm;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;sedentary;44;vastus lateralis;;Endurance;1200;20;80;;ATP;ATP, mmol/kg dry wt;0;0,93;0.934108527131783;;0;25,8;24,1;25.8;24.1;mmol/kg dm;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;trained;66;vastus lateralis;;Endurance;1200;20;80;;ADP;ADP, mmol/kg dry wt;1;1,1;1.09771986970684;;0;3,07;3,37;3.07;3.37;mmol/kg dm;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
Homo sapiens;1;sedentary;44;vastus lateralis;;Endurance;1200;20;80;;ADP;ADP, mmol/kg dry wt;1;1,14;1.14202898550725;;0;3,45;3,94;3.45;3.94;mmol/kg dm;;20  min of cycle exercise at 80% of peak O2 uptake;Nielsen 2003;12391032;Nielsen, Jakob N., Kirsty J. W. Mustard, Drew A. Graham, Haiyan Yu, Christopher S. MacDonald, Henriette Pilegaard, Laurie J. Goodyear, D. Grahame Hardie, Erik A. Richter, and Jurgen F. P. Wojtaszewski. 5'-AMP-activated protein kinase activity and subunit expression in exercise-trained human skeletal muscle. J Appl Physiol 94: 631-641, 2003.
